Country,Year,Data.Health.Birth Rate,Data.Health.Death Rate,Data.Health.Fertility Rate,"Data.Health.Life Expectancy at Birth, Female","Data.Health.Life Expectancy at Birth, Male","Data.Health.Life Expectancy at Birth, Total",Data.Health.Population Growth,Data.Health.Total Population,Data.Infrastructure.Mobile Cellular Subscriptions,Data.Infrastructure.Mobile Cellular Subscriptions per 100 People,Data.Infrastructure.Telephone Lines,Data.Infrastructure.Telephone Lines per 100 People,Data.Rural Development.Agricultural Land,Data.Rural Development.Agricultural Land Percent,Data.Rural Development.Arable Land,Data.Rural Development.Arable Land Percent,Data.Rural Development.Land Area,Data.Rural Development.Rural Population,Data.Rural Development.Rural Population Growth,Data.Rural Development.Surface Area,Data.Urban Development.Population Density,Data.Urban Development.Urban Population Percent,Data.Urban Development.Urban Population Percent Growth
Saudi Arabia,2011,20.774,3.292,2.829,76.94,73.3,75.07560976,1.70946364,27258387,51564375,189.1688419,4165750,15.28245233,1733550,80.64185999,0.114093325,1.446720225,2149690,4883613,0.505533481,2149690,12.68014784,82.084,1.974176775
Saudi Arabia,2012,20.321,3.268,2.763,77.157,73.508,75.288,1.829712797,27761728,53705808,193.4526842,4633158,16.68901158,1733550,80.64185999,0.112024727,1.446720225,2149690,4914381,0.628048989,2149690,12.91429369,82.298,2.090084202
Saudi Arabia,2013,19.864,3.252,2.702,77.37,73.713,75.49690244,1.877417905,28287855,53012322,187.403117,4801824,16.97486077,1733900,80.65814141,0.111708717,1.469979392,2149690,4947546,0.672589141,2149690,13.15903921,82.51,2.134686028
Middle East & North Africa (all income levels),1980,41.22339332,11.2748615,6.230243584,60.42768388,56.5489139,58.44531969,3.1222559,180604191,0,0,3417009,2.217275403,2972040,26.44493086,0.285630138,4.599327318,11238600,92232739,1.890412587,11373260,16.06999012,48.9310072,4.440095413
Middle East & North Africa (all income levels),1981,41.05771765,11.01427869,6.191186226,61.26246671,56.55688495,58.85960998,3.199123989,186381943,0,0,3672378,2.706843071,2960480,26.34207108,0.264215509,4.391027352,11238600,94021191,1.939064175,11373260,16.58408903,49.55456024,4.51424064
Middle East & North Africa (all income levels),1982,40.79120094,10.73803354,6.139307375,62.08329749,56.6141243,59.29098599,3.261656629,192461082,0,0,4794068,2.526665842,2924016,26.01761785,0.26022196,4.465912124,11238600,95892887,1.990717178,11373260,17.12500507,50.17544053,4.55544472
Middle East & North Africa (all income levels),1983,40.43611103,10.43964933,6.071048134,62.88385698,56.80057872,59.77655531,3.307364759,198826472,2330,0.001270582,5667993,2.852337185,2932591,26.09391739,0.255539916,4.530466428,11238600,97846409,2.037191768,11373260,17.69139145,50.78803722,4.568655342
Middle East & North Africa (all income levels),1984,39.9402604,10.08338744,5.984962472,63.66916584,57.20980352,60.36702963,3.309580426,205406794,3564,0.001884193,6216598,3.028097196,2941970,26.17737085,0.247503985,4.533215881,11238600,99840041,2.037511668,11373260,18.27690228,51.39399283,4.542173835
Middle East & North Africa (all income levels),1985,39.30345351,9.67083553,5.878978039,64.41603646,57.84754733,61.05490942,3.234673922,212051034,4936,0.002530455,6742564,3.180244116,3000551,26.69861905,0.242894831,4.592573808,11238600,101808345,1.971457524,11373260,18.86810048,51.98875303,4.429364234
Middle East & North Africa (all income levels),1986,38.51525011,9.21599926,5.749057233,65.11765835,58.70959227,61.83561804,3.207222277,218851982,7976,0.004114081,7571919,3.460863321,3055618,27.1886,0.237369566,4.631875856,11238600,103805778,1.961954101,11373260,19.4732424,52.5680427,4.357218645
Middle East & North Africa (all income levels),1987,37.57698346,8.743319685,5.59518892,65.75158232,59.72798443,62.66397848,3.1333968,225709483,20756,0.010390566,8354217,3.703105251,3107528,27.65049027,0.232399629,4.676988237,11238600,105764557,1.88696529,11373260,20.08341635,53.14128692,4.258047488
Middle East & North Africa (all income levels),1988,36.52394071,8.27036581,5.421216311,66.33852227,60.83156401,63.51390716,3.030351631,232549274,33793,0.015845469,9093632,3.912359245,3165480,28.16614169,0.228463409,4.737066894,11238600,107852178,1.973837984,11373260,20.69201449,53.62179608,3.961960008
Middle East & North Africa (all income levels),1989,35.3983596,7.827334442,5.231359627,66.83294574,61.91914536,64.31161622,2.899195893,239291333,39447,0.017983137,9840561,4.113958309,3223760,28.68471162,0.223000137,4.757887993,11238600,110014127,2.004548299,11373260,21.29191652,54.02502614,3.672988503
Middle East & North Africa (all income levels),1990,34.2246497,7.440742089,5.032103194,67.37674051,62.94968581,65.1038258,2.705728586,245765907,58750,0.02607829,10596983,4.311314932,3272478,29.11819978,0.21679085,4.750662894,11238600,112087922,1.885026093,11373260,21.86801799,54.39240399,3.404141485
Middle East & North Africa (all income levels),1991,33.07890928,7.081287286,4.840332296,67.88260376,63.94711181,65.86173703,3.38983226,254096959,103858,0.040852033,11525049,4.570741355,3325842,29.5930276,0.211286275,4.777036286,11238600,114703393,2.333410196,11373260,22.60930712,54.85841534,4.275633718
Middle East & North Africa (all income levels),1992,31.93412401,6.796436273,4.637996423,68.29402786,64.72829134,66.46297755,2.553382388,260585026,155184,0.060096401,12578810,4.871257429,3352474,29.82999662,0.214269411,4.96818109,11238600,116607737,1.660233364,11373260,23.18660919,55.25155954,3.28833183
Middle East & North Africa (all income levels),1993,30.95659337,6.58761083,4.458952696,68.64510952,65.32580051,66.94118185,1.53871351,264594683,191885,0.072052631,14104972,5.296403274,3370717,29.99226773,0.214636588,5.053618683,11238620,118121729,1.298363247,11373280,23.54334278,55.35748235,1.733374074
Middle East & North Africa (all income levels),1994,29.891866,6.398255766,4.267070598,69.02863486,65.88726383,67.41653226,2.18083256,270365050,269134,0.098930511,15619862,5.741678626,3885800,34.5754194,0.215024094,5.173233013,11238620,119551905,1.210764533,11373280,24.05678366,55.78130178,2.96313475
Middle East & North Africa (all income levels),1995,28.88584924,6.229070923,4.085503112,69.3989474,66.35507609,67.83730087,2.090629688,276017382,413526,0.148921586,17365848,6.25389848,3891180,34.62329005,0.208457886,5.120112612,11238620,120939945,1.161035452,11373280,24.55972192,56.18393973,2.827533369
Middle East & North Africa (all income levels),1996,27.89935759,6.071158508,3.899555028,69.78277739,66.77631382,68.23990454,2.606495268,283211762,973700,0.346883773,19308560,6.815645456,3889660,34.60976526,0.202089064,5.092618133,11238620,122442349,1.242272766,11373280,25.19986991,56.76650227,3.670408868
Middle East & North Africa (all income levels),1997,27.08026374,5.944177935,3.738284249,70.13519286,67.10346545,68.57924899,1.977642793,288812679,2039078,0.712470885,21362594,7.393933014,3892280,34.63307773,0.196895788,5.059873899,11238620,123906477,1.195769284,11373280,25.69823332,57.09797844,2.573119428
Middle East & North Africa (all income levels),1998,26.33708309,5.856106229,3.588487275,70.47022825,67.36760345,68.87736926,1.959408091,294471698,3541826,1.214199317,23460445,7.964774406,3885140,34.56954679,0.190761966,4.998300503,11238620,125313105,1.135233633,11373280,26.20176659,57.44477065,2.578672572
Middle East & North Africa (all income levels),1999,25.6600092,5.781695227,3.447201848,70.78082352,67.604244,69.14955069,1.928574813,300150805,5074447,1.707179743,26113780,8.698154322,3896830,34.67356312,0.188278689,5.02837537,11238620,126608815,1.03397805,11373280,26.70708726,57.81826592,2.591294313
Middle East & North Africa (all income levels),2000,25.04009477,5.717740449,3.316788891,71.07938109,67.85054163,69.42116154,1.915041007,305898816,7500527,2.476591392,29209275,9.546862061,3884845,34.56692192,0.182393645,4.964488523,11238620,127846265,0.977380603,11373280,27.21853893,58.20635501,2.599117943
Middle East & North Africa (all income levels),2001,24.56326034,5.665144358,3.205373526,71.35921844,68.06299133,69.6659273,1.926258191,311791217,14393980,4.616647347,32074250,10.28732159,3874742,34.47702654,0.171576353,4.76001502,11238620,129059350,0.948862292,11373280,27.74283827,58.60712499,2.628053332
Middle East & North Africa (all income levels),2002,24.15902907,5.618224605,3.107864121,71.6258911,68.2775799,69.90560573,1.928877297,317805287,24207675,7.619606522,35415201,11.14728682,3883961,34.55905618,0.170794201,4.829712189,11238620,130253746,0.925462588,11373280,28.27796358,59.01460736,2.637566222
Middle East & North Africa (all income levels),2003,23.86816847,5.598167446,3.025703222,71.87443271,68.45910475,70.11928823,1.926687267,323928401,33593657,10.37697167,39784599,12.28933357,3890211,34.61466799,0.168788843,4.864965627,11238620,131430065,0.903098019,11373280,28.8227915,59.42619934,2.637565639
Middle East & North Africa (all income levels),2004,23.69494407,5.58622213,2.963786638,72.1116543,68.62764344,70.32086973,1.929794973,330179555,44399317,13.45635873,44006407,13.33727722,3896036,34.66705343,0.166946436,4.904799954,11238440,132598434,0.888966311,11373290,29.37948283,59.84050668,2.640430617
Middle East & North Africa (all income levels),2005,23.55462075,5.560975091,2.909721556,72.35980357,68.79973766,70.52945068,1.977155733,336707719,62657237,18.62308736,46752671,13.89590601,3912471,34.81332357,0.161981436,4.853026624,11238430,133811354,0.914731768,11373300,29.96038762,60.25889949,2.690157831
Middle East & North Africa (all income levels),2006,23.48846528,5.541158387,2.869336043,72.5907381,68.96104985,70.72401026,2.020528671,343510995,98356936,28.65162516,52676170,15.34470205,3750249,33.36983603,0.1593457,4.870515837,11238440,135041743,0.919495217,11373310,30.56571864,60.6877965,2.746666753
Middle East & North Africa (all income levels),2007,23.47310256,5.511019551,2.840833023,72.8430986,69.30903254,71.02768735,2.070076098,350621934,143764621,41.01747779,56489923,16.11713748,3748751.5,33.35633314,0.155384888,4.847742136,11238500,136322996,0.948782926,11373310,31.19828571,61.1196613,2.796424866
Middle East & North Africa (all income levels),2008,23.48516207,5.485507842,2.82039623,73.07757643,69.4837619,71.23013779,2.103614259,357997667,203234506,56.76405278,60186917,16.81039997,3753026,33.39430815,0.152858259,4.869226553,11238520,137716126,1.021933233,11373320,31.85452061,61.53155762,2.791709122
Middle East & North Africa (all income levels),2009,23.47265952,5.464400732,2.805683476,73.32165821,69.49035433,71.34695901,2.110006767,365551442,251627983,68.79413804,62656107,17.12994248,3745174,33.32441164,0.147348071,4.792735349,11238530,139165696,1.052578258,11373330,32.52662421,61.92992804,2.771092381
Middle East & North Africa (all income levels),2010,23.45263806,5.430486581,2.79156438,73.56069412,69.68443046,71.56136789,2.085184224,373173863,308984167,82.72177002,63427820,16.98100453,3742190.6,33.30530384,0.143127146,4.753579114,11236020,140603218,1.032957145,11370790,33.21228184,62.32232964,2.732017854
Middle East & North Africa (all income levels),2011,23.41694684,5.402469071,2.78089313,73.7917996,69.8763913,71.7710833,2.005209834,380656782,354183384,92.92326543,63763793,16.72901703,3749577.6,33.37107746,0.141851039,4.80567034,11236010,141986075,0.983517319,11370790,33.87828793,62.69971235,2.622885618
Middle East & North Africa (all income levels),2012,23.28376986,5.382324516,2.763839913,74.01546672,70.07295922,71.98005392,1.929510874,388001596,387041140,99.5937829,65782339,16.92717211,3751748.6,33.39039926,0.139406282,4.813974,11236010,143342679,0.955448624,11370790,34.53197318,63.05616249,2.508984062
Middle East & North Africa (all income levels),2013,23.09287479,5.35977088,2.745894094,74.23598864,70.2685683,72.18730286,1.885379874,395316900,415301363,104.8921508,66784978,16.86779917,3748889,33.36494895,0.136684012,4.808957984,11236010,144681552,0.934036541,11370790,35.18303205,63.40112188,2.442760343
Guatemala,1980,43.234,11.802,6.196,58.74,54.934,56.79058537,2.417806689,6832183,0,0,78623,1.150774211,30160,28.14483016,0.182811263,11.65546846,107160,4286307,2.201263225,108890,63.75684024,37.263,2.783447906
Guatemala,1981,43.005,11.552,6.18,59.239,55.261,57.2014878,2.442318056,7001101,0,0,82975,1.185170732,30500,28.46211273,0.18140004,11.8514371,107160,4382619,2.222096785,108890,65.33315603,37.401,2.811996545
Guatemala,1982,42.701,11.288,6.152,59.764,55.603,57.6327561,2.4744934,7176504,0,0,88587,1.234403269,30670,28.62075401,0.177663107,11.8980963,107160,4477780,2.1480897,108890,66.9699888,37.605,3.018430816
Guatemala,1983,42.321,11.011,6.109,60.314,55.964,58.08595122,2.493910485,7357730,0,0,98670,1.341038608,31040,28.9660321,0.176684929,12.13139231,107160,4562528,1.874946798,108890,68.66116088,37.99,3.51253072
Guatemala,1984,41.876,10.724,6.054,60.884,56.344,58.55863415,2.491399121,7543343,0,0,106125,1.406869607,31190,29.10600971,0.172337384,12.13139231,107160,4648510,1.866988227,108890,70.39327174,38.376,3.502304779
Guatemala,1985,41.382,10.428,5.987,61.476,56.747,59.05382927,2.459993088,7731210,0,0,117151,1.515299675,37850,35.3210153,0.168149617,12.13139231,107160,4734284,1.82837627,108890,72.14641657,38.764,3.465967298
Guatemala,1986,40.874,10.127,5.913,62.085,57.171,59.56807317,2.410991327,7919874,0,0,128179,1.618447465,37850,35.3210153,0.164144026,12.13139231,107160,4819085,1.775357517,108890,73.90699888,39.152,3.406949856
Guatemala,1987,40.393,9.825,5.837,62.709,57.61,60.09731707,2.358729726,8108903,0,0,130971,1.615150656,37850,35.3210153,0.160317616,12.13139231,107160,4902399,1.714060113,108890,75.67098731,39.543,3.352465184
Guatemala,1988,39.972,9.528,5.764,63.338,58.057,60.63309756,2.318086646,8299070,0,0,132718,1.599191235,37850,35.3210153,0.156644058,12.13139231,107160,4984919,1.669247739,108890,77.44559537,39.934,3.302023517
Guatemala,1989,39.628,9.241,5.697,63.968,58.505,61.16987805,2.293327266,8491594,0,0,138222,1.627750926,42850,39.98693542,0.153092576,12.13139231,107160,5067104,1.635229671,108890,79.24219858,40.328,3.275107328
Guatemala,1990,39.365,8.965,5.636,64.596,58.951,61.70465854,2.289365412,8688240,0,0,158840,1.828218373,42850,39.98693542,0.149627543,12.13139231,107160,5150302,1.628590248,108890,81.07726764,40.721,3.259151604
Guatemala,1991,39.17,8.701,5.58,65.224,59.395,62.23841463,2.29936696,8890329,293,0.003295716,190218,2.139605857,42850,39.98693542,0.14622631,12.13139231,107160,5234892,1.629086,108890,82.9631299,41.117,3.267157674
Guatemala,1992,39.015,8.447,5.525,65.855,59.838,62.77312195,2.315792761,9098613,1221,0.013419628,202209,2.222415658,42850,39.98693542,0.14287892,12.13139231,107160,5321506,1.641013226,108890,84.90680291,41.513,3.274272439
Guatemala,1993,38.86,8.199,5.465,66.493,60.282,63.3117561,2.328016215,9312915,2141,0.02298958,214409,2.302275925,42850,39.98693542,0.139591095,12.13139231,107160,5409686,1.643470451,108890,86.90663494,41.912,3.28457866
Guatemala,1994,38.676,7.956,5.397,67.137,60.732,63.85639024,2.331011148,9532550,2990,0.031366214,231090,2.424220172,44820,41.82530795,0.138892531,12.35535648,107160,5499328,1.643485245,108890,88.95623367,42.31,3.276140095
Guatemala,1995,38.449,7.717,5.32,67.784,61.19,64.40658537,2.321101698,9756398,10462,0.107232198,245094,2.512136139,45120,42.10526316,0.138780726,12.63531168,107160,5589440,1.62532003,108890,91.04514744,42.71,3.262071295
Guatemala,1996,38.18,7.482,5.237,68.429,61.662,64.96297561,2.304661432,9983861,29999,0.300474937,286352,2.868148906,45120,42.10526316,0.135719037,12.64464352,107160,5679819,1.604026277,108890,93.16779582,43.11,3.236830798
Guatemala,1997,37.88,7.253,5.148,69.067,62.156,65.52721951,2.285043182,10214623,43421,0.425086663,338035,3.309324289,45120,42.10526316,0.133240356,12.70063457,107160,5770036,1.575895364,108890,95.32122994,43.512,3.213237009
Guatemala,1998,37.569,7.03,5.058,69.691,62.672,66.09590244,2.274682419,10449636,64194,0.614318049,429712,4.112219794,45220,42.19858156,0.131105045,12.78462113,107160,5860783,1.560489274,108890,97.51433371,43.914,3.194315051
Guatemala,1999,37.258,6.818,4.97,70.292,63.204,66.66156098,2.284353902,10691090,111445,1.042410082,517000,4.835802523,44300,41.34005226,0.129079448,12.87793953,107160,5953013,1.561426553,108890,99.76754386,44.318,3.200125541
Guatemala,2000,36.949,6.617,4.884,70.861,63.743,67.21519512,2.31899603,10941913,337800,3.087211532,610701,5.581300089,44400,41.43337066,0.127034459,12.97125793,107160,6048471,1.590803489,108890,102.108184,44.722,3.226458417
Guatemala,2001,36.63,6.434,4.801,71.386,64.27,67.74121951,2.368654612,11204183,856831,7.647420611,676631,6.039092721,44650,41.66666667,0.12450707,13.01791713,107160,6148071,1.633286125,108890,104.5556458,45.127,3.270186714
Guatemala,2002,36.288,6.272,4.718,71.854,64.76,68.2204878,2.423069452,11478984,1146441,9.987303754,756085,6.586689205,44950,41.94662187,0.122397592,13.11123554,107160,6252373,1.682269761,108890,107.1200448,45.532,3.316526719
Guatemala,2003,35.911,6.132,4.634,72.264,65.2,68.64585366,2.467386341,11765738,1577085,13.40404656,845968,7.190097213,45250,42.22657708,0.121114375,13.29787234,107160,6360911,1.72105344,108890,109.7959873,45.937,3.352936749
Guatemala,2004,35.492,6.014,4.547,72.619,65.583,69.01519512,2.493748966,12062835,2034776,16.86814086,944140,7.82684999,50640,47.25643897,0.160658751,18.08510638,107160,6472435,1.738078402,108890,112.568449,46.344,3.375839778
Guatemala,2005,35.036,5.916,4.459,72.927,65.908,69.33190244,2.496708265,12367800,3168256,25.61697311,1132121,9.15377836,48000,44.79283315,0.129368198,14.93094438,107160,6585111,1.725880144,108890,115.4143337,46.756,3.381795846
Guatemala,2006,34.551,5.832,4.371,73.201,66.188,69.60897561,2.484437206,12678919,4510067,35.57138428,1248161,9.844380266,45620,42.57185517,0.110419508,13.06457633,107160,6698019,1.700061949,108890,118.3176465,47.172,3.37022589
Guatemala,2007,34.053,5.757,4.283,73.459,66.441,69.86441463,2.465275497,12995374,7178745,55.2407726,1354926,10.42621782,43000,40.12691303,0.115887392,14.0537514,107160,6810486,1.665167222,108890,121.270754,47.593,3.353783904
Guatemala,2008,33.557,5.684,4.199,73.72,66.69,70.11926829,2.451787474,13317931,11897563,89.33491997,1413695,10.61497465,44640,41.65733483,0.1183367,14.70698022,107160,6922794,1.635596211,108890,124.2808044,48.019,3.342896043
Guatemala,2009,33.079,5.608,4.119,73.995,66.955,70.38914634,2.450416192,13648307,14948640,109.5274308,1448891,10.61590276,42180,39.36170213,0.097081638,12.36468832,107160,7035839,1.619749893,108890,127.3638205,48.449,3.341910007
Guatemala,2010,32.624,5.528,4.044,74.291,67.243,70.68104878,2.465496404,13988988,17307459,123.7220234,1413234,10.10247489,43950,41.01343785,0.107227199,13.99776036,107160,7150611,1.618086331,108890,130.5430011,48.884,3.359346492
Guatemala,2011,32.193,5.441,3.974,74.609,67.555,70.99597561,2.489228283,14341576,18067970,125.9831555,1498604,10.44936763,43950,41.01343785,0.104591016,13.99776036,107160,7267880,1.626683207,108890,133.833296,49.323,3.383269281
Guatemala,2012,31.784,5.351,3.908,74.944,67.884,71.32790244,2.513214518,14706578,19479105,132.4516485,1626341,11.05859568,43950,41.01343785,0.101995175,13.99776036,107160,7387849,1.637198391,108890,137.2394364,49.765,3.405356343
Guatemala,2013,31.386,5.262,3.844,75.282,68.218,71.66385366,2.526220037,15082831,20787080,137.8194849,1743842,11.56176848,44290,41.33072042,0.101705045,14.31504293,107160,7509440,1.632427217,108890,140.7505692,50.212,3.420424058
Guinea,1980,47.128,23.721,6.5,41.857,39.463,40.63080488,0.803719821,4440982,0,0,44526778.67,11.32085968,142450,57.97248901,0.701421442,12.67703077,245720,3430659,-0.281618869,245860,18.07334364,22.75,4.57957101
Guinea,1981,47.264,23.243,6.533,42.486,40.09,41.25878049,1.219670193,4495479,0,0,22268579.33,5.773920191,142210,57.87481686,0.687579677,12.57935862,245720,3433782,0.090990664,245860,18.2951286,23.617,4.959848967
Guinea,1982,47.362,22.719,6.563,43.186,40.784,41.95570732,1.711383873,4573076,0,0,10380,0.226980702,141970,57.77714472,0.670664559,12.48168647,245720,3452535,0.544646619,245860,18.610923,24.503,5.394303302
Guinea,1983,47.423,22.145,6.59,43.963,41.558,42.73117073,2.17515056,4673637,0,0,11580,0.247772773,141730,57.67947257,0.651098919,12.38401433,245720,3485879,0.961149239,245860,19.02017337,25.414,5.825589209
Guinea,1984,47.446,21.525,6.613,44.814,42.411,43.58319512,2.527632444,4793275,0,0,13050,0.272256443,141590,57.62249715,0.629840766,12.28634218,245720,3543572,1.641502173,245860,19.50706088,26.072,5.08384266
Guinea,1985,47.429,20.867,6.63,45.72,43.331,44.49636585,2.724600607,4925668,0,0,14630,0.297015552,141360,57.52889468,0.608242374,12.1927397,245720,3627952,2.353304378,245860,20.04585707,26.346,3.769987311
Guinea,1986,47.369,20.186,6.641,46.663,44.304,45.45473171,2.829415778,5067026,0,0,14506,0.286282328,141220,57.47191926,0.58653735,12.09506756,245720,3718133,2.455335884,245860,20.62113788,26.621,3.867845988
Guinea,1987,47.261,19.498,6.645,47.618,45.309,46.43534146,2.816432039,5211764,0,0,13007,0.249570011,140980,57.37424711,0.565643417,11.99739541,245720,3809904,2.438233139,245860,21.21017418,26.898,3.851567021
Guinea,1988,47.106,18.825,6.641,48.552,46.313,47.40519512,2.861800774,5363069,0,0,12112,0.225840839,140740,57.27657496,0.545210215,11.89972326,245720,3905494,2.47802878,245860,21.82593602,27.178,3.897416961
Guinea,1989,46.906,18.187,6.629,49.429,47.282,48.32931707,3.172102022,5535918,0,0,10000,0.180638514,140810,57.30506267,0.524032329,11.80612079,245720,4015810,2.785479074,245860,22.5293749,27.459,4.200728907
Guinea,1990,46.661,17.601,6.608,50.22,48.186,49.17819512,3.809217666,5750861,0,0,11053,0.192197307,140570,57.20739053,0.500272916,11.70844864,245720,4155515,3.419729717,245860,23.40412258,27.741,4.830925565
Guinea,1991,46.372,17.083,6.579,50.891,48.993,49.91885366,4.575644718,6020113,0,0,11300,0.187704118,141410,57.54924304,0.47391137,11.61077649,245720,4332916,4.180438878,245860,24.49989012,28.026,5.597793148
Guinea,1992,46.038,16.643,6.539,51.416,49.681,50.52734146,5.362590995,6351760,0,0,11553,0.181886595,140490,57.17483314,0.445388365,11.51310435,245720,4553450,4.964443094,245860,25.84958489,28.312,6.377876289
Guinea,1993,45.663,16.277,6.492,51.798,50.248,51.00409756,5.847331727,6734242,0,0,10788,0.160196203,140550,57.19925118,0.416527948,11.4154322,245720,4808181,5.443365471,245860,27.40616148,28.601,6.862964975
Guinea,1994,45.254,15.978,6.436,52.047,50.697,51.35553659,5.796255283,7136110,42,0.000588556,11579,0.16225927,140520,57.18704216,0.389848251,11.32182972,245720,5074488,5.390679102,245860,29.04163275,28.89,6.801606689
Guinea,1995,44.82,15.74,6.375,52.172,51.031,51.58758537,5.160719067,7514053,812,0.010806418,9308,0.123874559,140480,57.17076347,0.367045588,11.22415758,245720,5321302,4.749237711,245860,30.5797371,29.182,6.166386828
Guinea,1996,44.368,15.563,6.308,52.175,51.247,51.69968293,4.210318197,7837173,950,0.012121718,10855,0.138506576,140240,57.07309132,0.348850281,11.12648543,245720,5527166,3.795719652,245860,31.89472977,29.475,5.209363493
Guinea,1997,43.906,15.446,6.237,52.063,51.35,51.69780488,3.233764433,8094751,950,0.011736,16206,0.200203811,139170,56.63763633,0.323295923,10.65033371,245720,5684944,2.814606989,245860,32.94298795,29.77,4.229610648
Guinea,1998,43.442,15.374,6.163,51.868,51.363,51.60934146,2.461526047,8296478,2868,0.034568886,19786,0.238486741,138000,56.16148462,0.301332686,10.174182,245720,5801976,2.037727252,245860,33.76395084,30.067,3.454244877
Guinea,1999,42.982,15.327,6.089,51.636,51.322,51.47517073,1.918954526,8457221,21567,0.255012846,15213,0.179881784,137150,55.81556243,0.282007529,9.706169624,245720,5888425,1.479001034,245860,34.41812225,30.374,2.934819656
Guinea,2000,42.531,15.285,6.014,51.414,51.261,51.33563415,1.684749522,8600911,25182,0.292782939,21064,0.24490429,135400,55.10336969,0.255786858,8.953280156,245720,5961291,1.229850883,245860,35.00289354,30.69,2.719766076
Guinea,2001,42.094,15.214,5.939,51.274,51.227,51.24992683,1.674296026,8746128,42112,0.481493068,24311,0.277963003,134890,54.89581638,0.24570873,8.745726844,245720,6033341,1.201385196,245860,35.59387921,31.017,2.734155232
Guinea,2002,41.675,15.083,5.866,51.285,51.268,51.27629268,1.69179174,8895353,55670,0.625832387,25490,0.286554114,135400,55.10336969,0.247320146,8.953280156,245720,6106215,1.200618464,245860,36.20117614,31.355,2.77560678
Guinea,2003,41.269,14.876,5.794,51.477,51.406,51.44063415,1.67658075,9045748,90772,1.003476993,25989,0.287306257,137400,55.91730425,0.264212534,9.726517988,245720,6178065,1.169801068,245860,36.81323458,31.702,2.777179912
Guinea,2004,40.873,14.591,5.722,51.853,51.65,51.74902439,1.740648186,9204581,111500,1.211353347,26165,0.284260631,138450,56.34461989,0.268887851,10.07244018,245720,6253592,1.215090301,245860,37.45963292,32.06,2.863598176
Guinea,2005,40.485,14.234,5.649,52.401,51.998,52.19458537,1.883806218,9379621,154900,1.651452655,26200,0.279328984,139300,56.69054208,0.271865995,10.37766564,245720,6337998,1.340692705,245860,38.17198844,32.428,3.025088613
Guinea,2006,40.103,13.825,5.576,53.076,52.43,52.74512195,2.075517615,9576331,189000,1.973615991,25000,0.261060316,141210,57.46784958,0.286226531,11.15497314,245720,6434624,1.513046317,245860,38.97253378,32.807,3.237502825
Guinea,2007,39.724,13.394,5.501,53.81,52.911,53.34953659,2.298203051,9798963,1094500,10.94006055,23000,0.234718715,141300,57.50447664,0.280641941,11.1916002,245720,6546099,1.717589082,245860,39.87857317,33.196,3.476955628
Guinea,2008,39.345,12.98,5.423,54.523,53.392,53.94370732,2.499423416,10046967,2000000,19.90650512,22000,0.218971556,141800,57.70796028,0.278691072,11.39508384,245720,6671588,1.898861285,245860,40.88786831,33.596,3.697177526
Guinea,2009,38.961,12.608,5.343,55.153,53.836,54.47843902,2.629713145,10314678,2750000,26.66103586,27000,0.261762897,142400,57.95214065,0.276305281,11.59856748,245720,6807172,2.01188497,245860,41.97736448,34.005,3.83976293
Guinea,2010,38.571,12.293,5.26,55.672,54.227,54.93187805,2.664888767,10593248,3489000,32.936074,22000,0.207679458,142400,57.95214065,0.269039297,11.59856748,245720,6946416,2.024908086,245860,43.11105323,34.426,3.895360189
Guinea,2011,38.172,12.036,5.174,56.075,54.558,55.298,2.634474394,10876033,4000000,36.7781157,18000,0.165501521,142400,57.95214065,0.262044074,11.59856748,245720,7085083,1.976574485,245860,44.26189565,34.856,3.875780181
Guinea,2012,37.763,11.829,5.088,56.38,54.838,55.59019512,2.591148336,11161530,4860590,43.54770359,18000,0.161268213,142400,57.95214065,0.255341338,11.59856748,245720,7221845,1.911887246,245860,45.42377503,35.297,3.848412356
Guinea,2013,37.343,11.648,5.001,56.636,55.091,55.84465854,2.562785853,11451273,5584700,48.76925037,0,0,144000,58.6032883,0.261979607,12.20901839,245720,7357672,1.863311793,245860,46.60293423,35.748,3.832425192
World,1980,27.26006758,10.13600816,3.77360372,65.14401751,60.84736733,62.94011925,1.768943308,4362028729,0,0,294218386,7.140085005,40480669.9,37.53460224,0.271823977,10.23011648,129820379.4,2655053477,1.111621358,134158721.4,33.60049284,38.86906033,2.817867099
World,1981,27.24446727,10.09543575,3.716312457,65.4155031,61.07025013,63.18686795,1.746817862,4438225426,23482,0.000531064,310822008,7.509511241,40587369.3,37.63363058,0.266865452,10.22581491,129820109.4,2683609024,1.07551683,134158711.4,34.18750336,39.27188862,2.800450549
World,1982,27.68920535,9.93835819,3.663910579,65.75119474,61.34949577,63.49411761,1.748951541,4515847838,63585,0.001489985,336609941.1,7.67861426,40600473.7,37.64575338,0.261687152,10.20963059,129820189.4,2711682430,1.046106409,134158711.4,34.78540479,39.69104807,2.834383805
World,1983,27.8665452,9.853955576,3.637049976,66.062119,61.64505166,63.79826387,1.779663285,4596214724,101509,0.002335788,351906150,7.716854663,40743278.4,37.77824246,0.259611689,10.31624307,129819969.4,2742583447,1.13955147,134158711.4,35.40452786,40.07021349,2.751736007
